,OBJECTID,NAME,X,Y,Parish,Community,Buil_Value,Occupancy,Roof_type,Roof_shape,Constr_typ,Area,class,exposed,geom_id
2042,29836,,-61.3831,15.3078,St._Luke,Goodwill,9394.11,Residential,Galvanized,Bell shape,Concrete,40.5881,1.0,100.0,29836
2043,29837,,-61.3833,15.3078,St._Luke,Goodwill,23553.2,Residential,Galvanized,V shape,Wood,39.2063,1.0,100.0,29837
2044,29845,,-61.3852,15.3076,St._Luke,Tarish Pit,15639.4,Residential,Galvanized,Bell shape,Concrete,71.0882,1.0,100.0,29845
2045,29846,,-61.3855,15.3074,St._Luke,Tarish Pit,9692.54,Residential,Galvanized,Bell shape,Concrete,44.057,1.0,100.0,29846
2046,29850,,-61.3856,15.3077,St._Luke,Tarish Pit,18065.8,Residential,Galvanized,V shape,Concrete,82.1172,1.0,100.0,29850
2047,29908,,-61.3564,15.2357,St._Mark,Soufriere,15566.5,Residential,Galvanized,Bell shape,Concrete,41.4555,1.0,100.0,29908
2048,29910,,-61.3567,15.2359,St._Mark,Soufriere,28480.8,Residential,Galvanized,Bell shape,Concrete,75.848,1.0,100.0,29910
2049,29911,,-61.3566,15.2366,St._Mark,Soufriere,27070.2,Residential,Galvanized,V shape,Wood,30.1282,1.0,100.0,29911
2050,29913,,-61.3558,15.2368,St._Mark,Soufriere,26521.6,Residential,Galvanized,Bell shape,Concrete,70.6305,1.0,100.0,29913
2051,29919,,-61.3474,15.2295,St._Mark,Soufriere,20292.9,Residential,Galvanized,V shape,Wood,22.5853,1.0,100.0,29919
2052,29928,,-61.351,15.2334,St._Mark,Soufriere,17293.8,Residential,Galvanized,Bell shape,Concrete,46.0553,1.0,100.0,29928
2053,29929,,-61.3534,15.2344,St._Mark,Soufriere,15765.7,Residential,Galvanized,Bell shape,Concrete,41.9858,1.0,100.0,29929
2054,30016,,-61.3794,15.2915,St._Luke,New Town,57528.6,Commercial,Galvanized,V shape,Concrete,163.899,1.0,100.0,30016
2055,30017,,-61.3793,15.2916,St._Luke,New Town,47665.4,Residential,Galvanized,V shape,Concrete,81.4797,1.0,100.0,30017
2056,30019,,-61.3793,15.2917,St._Luke,New Town,22502.4,Residential,Galvanized,V shape,Wood,38.4656,1.0,100.0,30019
2057,30021,,-61.3794,15.2917,St._Luke,New Town,17628.2,Residential,Galvanized,V shape,Wood,30.1337,1.0,100.0,30021
2058,30022,,-61.3795,15.2916,St._Luke,New Town,13173.0,Residential,Galvanized,V shape,Wood,22.518,1.0,100.0,30022
2059,30023,,-61.3795,15.2917,St._Luke,New Town,25272.2,Residential,Galvanized,Bell shape,Concrete,43.2003,1.0,100.0,30023
2060,30024,,-61.3795,15.2917,St._Luke,New Town,29934.4,Residential,Galvanized,Bell shape,Concrete,51.1699,1.0,100.0,30024
2061,30025,,-61.3794,15.2918,St._Luke,New Town,44090.5,Residential,Galvanized,V shape,Concrete,125.614,1.0,100.0,30025
2062,30029,,-61.3795,15.2918,St._Luke,New Town,7943.2,Commercial,Galvanized,V shape,Wood,13.5781,2.0,100.0,30029
2063,30066,,-61.4556,15.5696,St._John,Glanvillia,68241.7,Commercial,Concrete,Flat shape,Concrete,240.457,1.0,100.0,30066
2064,30070,,-61.4538,15.5677,St._John,Glanvillia,98875.4,Commercial,Concrete,Flat shape,Concrete,348.398,1.0,100.0,30070
2065,30153,,-61.4366,15.5738,St._John,Portsmouth,40525.3,Residential,Galvanized,V shape,Concrete,92.6292,1.0,100.0,30153
2066,30155,,-61.4369,15.5737,St._John,Portsmouth,30424.8,Residential,Galvanized,V shape,Concrete,115.904,1.0,100.0,30155
2067,30156,,-61.4366,15.5737,St._John,Portsmouth,43637.5,Residential,Galvanized,V shape,Concrete,99.7428,1.0,100.0,30156
2068,30193,,-61.4591,15.4871,St._Peter,Colihaut,77256.1,Commercial,Concrete,Flat shape,Concrete,243.403,1.0,100.0,30193
2069,30324,,-61.2628,15.402,St._David,San Sauveur,20605.1,Commercial,Galvanized,V shape,Wood,9.45189,1.0,100.0,30324
2070,30339,,-61.3733,15.2618,St._Luke,Pointe Michel,12445.8,Residential,Galvanized,V shape,Wood,23.2198,1.0,100.0,30339
2071,30341,,-61.465,15.5156,St._Peter,Dublanc,11328.5,Residential,Galvanized,V shape,Concrete,105.186,1.0,100.0,30341
2072,30342,,-61.4648,15.5157,St._Peter,Dublanc,13910.9,Residential,Galvanized,V shape,Concrete,129.163,1.0,100.0,30342
2073,30343,,-61.465,15.5154,St._Peter,Dublanc,11415.7,Residential,Galvanized,V shape,Concrete,105.995,1.0,100.0,30343
2074,30344,,-61.465,15.5152,St._Peter,Dublanc,20495.4,Residential,Galvanized,V shape,Wood,34.475,1.0,100.0,30344
2075,30345,,-61.4655,15.5148,St._Peter,Dublanc,15111.6,Residential,Galvanized,V shape,Concrete,140.312,2.0,100.0,30345
2076,30346,,-61.4655,15.515,St._Peter,Dublanc,14349.6,Residential,Galvanized,V shape,Concrete,133.237,2.0,100.0,30346
2077,30401,,-61.3208,15.5392,St._Andrew,Marigot & Concord,21603.8,Residential,Galvanized,Bell shape,Concrete,55.3943,1.0,100.0,30401
2078,30409,,-61.305,15.5395,St._Andrew,Marigot & Concord,22219.3,Residential,Galvanized,Bell shape,Concrete,56.9725,1.0,100.0,30409
2079,30477,,-61.4662,15.5092,St._Peter,Bioche,18303.9,Residential,Galvanized,V shape,Wood,25.6177,1.0,100.0,30477
2080,30487,,-61.4665,15.5085,St._Peter,Bioche,16205.5,Residential,Galvanized,V shape,Concrete,106.967,1.0,100.0,30487
2081,30488,,-61.4668,15.5085,St._Peter,Bioche,20405.6,Residential,Galvanized,V shape,Wood,28.5593,1.0,100.0,30488
2082,30489,,-61.4669,15.5085,St._Peter,Bioche,11042.6,Residential,Galvanized,Bell shape,Concrete,43.733,1.0,100.0,30489
2083,30497,,-61.4666,15.5084,St._Peter,Bioche,25131.2,Residential,Galvanized,V shape,Wood,35.1731,1.0,100.0,30497
2084,30512,,-61.3244,15.2638,St._Patrick,Pichelin,11847.4,Residential,Galvanized,V shape,Concrete,96.3205,1.0,100.0,30512
2085,30596,,-61.3168,15.254,St._Patrick,Pichelin,6101.3,Residential,Galvanized,Bell shape,Concrete,49.6041,1.0,100.0,30596
2086,30622,,-61.3895,15.2996,St._Luke,Roseau,24047.3,Commercial,Galvanized,V shape,Wood,17.3314,1.0,100.0,30622
2087,30765,,-61.3085,15.2442,St._Patrick,Grandbay,27199.3,Residential,Galvanized,V shape,Concrete,82.4222,1.0,100.0,30765
2088,30773,,-61.3746,15.3031,St._Luke,Bath Estate & Elmshall,106004.0,Commercial,Concrete,Flat shape,Concrete,261.739,1.0,100.0,30773
2089,30774,,-61.3745,15.3031,St._Luke,Bath Estate & Elmshall,147787.0,Commercial,Concrete,Flat shape,Concrete,364.907,1.0,100.0,30774
2090,30775,,-61.3743,15.303,St._Luke,Bath Estate & Elmshall,87143.9,Commercial,Concrete,Flat shape,Concrete,215.17,1.0,100.0,30775
2091,30776,,-61.3743,15.3033,St._Luke,Bath Estate & Elmshall,78178.0,Commercial,Galvanized,V shape,Concrete,193.032,1.0,100.0,30776
2092,30780,,-61.4673,15.5143,St._Peter,Dublanc,19562.5,Residential,Galvanized,V shape,Concrete,181.639,1.0,100.0,30780
2093,30781,,-61.4677,15.5142,St._Peter,Dublanc,98834.1,Commercial,Concrete,Flat shape,Concrete,277.079,1.0,100.0,30781
2094,30782,,-61.4674,15.514,St._Peter,Dublanc,67206.9,Commercial,Galvanized,V shape,Concrete,188.413,1.0,100.0,30782
2095,30783,,-61.467,15.5143,St._Peter,Dublanc,45912.3,Residential,Galvanized,Bell shape,Concrete,77.2282,1.0,100.0,30783
2096,30785,,-61.4654,15.5155,St._Peter,Dublanc,11917.7,Residential,Galvanized,V shape,Concrete,110.656,1.0,100.0,30785
2097,30786,,-61.4662,15.5151,St._Peter,Dublanc,76693.7,Commercial,Concrete,Flat shape,Concrete,215.009,2.0,100.0,30786
2098,30787,,-61.4661,15.5151,St._Peter,Dublanc,18250.4,Residential,Galvanized,V shape,Concrete,169.456,2.0,100.0,30787
2099,30788,,-61.4666,15.5145,St._Peter,Dublanc,87995.0,Commercial,Concrete,Flat shape,Concrete,246.692,1.0,100.0,30788
2100,30789,,-61.4683,15.5126,St._Peter,Dublanc,124606.0,Commercial,Concrete,Flat shape,Concrete,349.33,1.0,100.0,30789
2101,30790,,-61.4681,15.5123,St._Peter,Dublanc,12271.6,Residential,Galvanized,Bell shape,Concrete,68.3653,1.0,100.0,30790
2102,30866,,-61.4213,15.3978,St._Joseph,Layou Village,7906.35,Residential,Galvanized,V shape,Concrete,103.351,1.0,100.0,30866
2103,30929,,-61.3889,15.3295,St._Paul,Canefield & Morne Daniel,21068.2,Residential,Galvanized,V shape,Concrete,160.887,1.0,100.0,30929
2104,30933,,-61.3896,15.3292,St._Paul,Canefield & Morne Daniel,14065.6,Residential,Galvanized,V shape,Concrete,107.412,1.0,100.0,30933
2105,30934,,-61.3893,15.3279,St._Paul,Canefield & Morne Daniel,22218.7,Residential,Galvanized,V shape,Concrete,169.673,1.0,100.0,30934
2106,30935,,-61.3886,15.3279,St._Paul,Canefield & Morne Daniel,19023.8,Residential,Galvanized,V shape,Concrete,87.1649,1.0,100.0,30935
2107,30936,,-61.3888,15.3281,St._Paul,Canefield & Morne Daniel,14560.2,Residential,Galvanized,V shape,Concrete,111.189,1.0,100.0,30936
2108,30937,,-61.3889,15.328,St._Paul,Canefield & Morne Daniel,19379.9,Residential,Galvanized,V shape,Concrete,147.995,1.0,100.0,30937
2109,30938,,-61.386,15.3269,St._Paul,Canefield & Morne Daniel,16662.6,Residential,Galvanized,V shape,Concrete,127.244,1.0,100.0,30938
2110,30961,,-61.2536,15.3867,St._David,Petite Soufriere,12325.9,Commercial,Galvanized,V shape,Wood,17.5708,1.0,100.0,30961
2111,31076,,-61.3801,15.2944,St._Luke,Kings Hill,25502.5,Residential,Galvanized,V shape,Concrete,143.595,1.0,100.0,31076
2112,31087,,-61.3728,15.2864,St._George,Wall House & Castle Comfort S,337123.0,Industry,Concrete,Flat shape,Concrete,312.151,1.0,66.66666666666666,31087
2113,31087,,-61.3728,15.2864,St._George,Wall House & Castle Comfort S,337123.0,Industry,Concrete,Flat shape,Concrete,312.151,2.0,33.33333333333333,31087
2114,31102,,-61.2793,15.4828,St._David,Salybia & St. Cyr & Gaulette & Sineku,15085.9,Residential,Galvanized,Bell shape,Concrete,71.8376,1.0,100.0,31102
2115,31246,,-61.2655,15.4296,St._David,Castle Bruce,31989.6,Residential,Galvanized,V shape,Concrete,149.554,1.0,100.0,31246
2116,31247,,-61.2655,15.4295,St._David,Castle Bruce,35904.6,Residential,Galvanized,V shape,Concrete,167.857,1.0,100.0,31247
2117,31251,,-61.2669,15.4282,St._David,Castle Bruce,15954.4,Commercial,Galvanized,V shape,Wood,18.671,1.0,100.0,31251
2118,31371,,-61.3609,15.2328,St._Mark,Soufriere,31984.5,Residential,Galvanized,V shape,Wood,35.5977,1.0,100.0,31371
2119,31372,,-61.3608,15.233,St._Mark,Soufriere,64088.8,Residential,Galvanized,Bell shape,Concrete,71.3283,1.0,100.0,31372
2120,31377,,-61.3601,15.2337,St._Mark,Soufriere,18980.2,Residential,Galvanized,V shape,Wood,21.1243,1.0,100.0,31377
2121,31381,,-61.3604,15.2339,St._Mark,Soufriere,33714.8,Residential,Galvanized,V shape,Concrete,149.644,1.0,100.0,31381
2122,31382,,-61.3605,15.2341,St._Mark,Soufriere,60063.8,Residential,Galvanized,V shape,Concrete,111.415,1.0,100.0,31382
2123,31390,,-61.3613,15.2326,St._Mark,Soufriere,59097.2,Residential,Galvanized,Bell shape,Concrete,65.7732,1.0,100.0,31390
2124,31516,,-61.3896,15.3425,St._Paul,Massacre & Checkhall,38609.1,Residential,Galvanized,V shape,Concrete,164.996,1.0,100.0,31516
2125,31689,,-61.318,15.2478,St._Patrick,Grandbay,34269.4,Residential,Galvanized,V shape,Concrete,173.078,1.0,100.0,31689
2126,31753,,-61.3801,15.2942,St._Luke,Kings Hill,22325.9,Residential,Galvanized,V shape,Concrete,125.709,1.0,100.0,31753
2127,31763,,-61.3792,15.2919,St._Luke,New Town,38911.9,Residential,Galvanized,Bell shape,Concrete,66.5163,1.0,100.0,31763
2128,31764,,-61.3791,15.292,St._Luke,New Town,39082.8,Residential,Galvanized,Bell shape,Concrete,66.8083,1.0,100.0,31764
2129,31767,,-61.379,15.2918,St._Luke,New Town,42487.1,Residential,Galvanized,Bell shape,Concrete,72.6276,1.0,100.0,31767
2130,31822,,-61.3924,15.3478,St._Paul,Massacre & Checkhall,35133.2,Residential,Galvanized,V shape,Concrete,150.142,1.0,100.0,31822
2131,31823,,-61.3923,15.3479,St._Paul,Massacre & Checkhall,19280.5,Residential,Galvanized,Bell shape,Concrete,49.4371,1.0,100.0,31823
2132,31834,,-61.3599,15.3124,St._George,Copt Hall,20172.7,Residential,Galvanized,V shape,Concrete,135.433,1.0,100.0,31834
2133,31835,,-61.3603,15.3116,St._George,Copt Hall,133566.0,Commercial,Concrete,Flat shape,Concrete,294.652,1.0,100.0,31835
2134,31839,,-61.3607,15.3107,St._George,Copt Hall,18343.0,Residential,Galvanized,V shape,Concrete,123.149,1.0,100.0,31839
2135,31840,,-61.361,15.3109,St._George,Copt Hall,24981.1,Residential,Galvanized,V shape,Concrete,167.715,1.0,100.0,31840
2136,31841,,-61.3635,15.3092,St._George,Trafalgar & Shawford,22051.6,Residential,Galvanized,V shape,Concrete,134.872,1.0,100.0,31841
2137,31842,,-61.3619,15.3099,St._George,Copt Hall,26631.1,Residential,Galvanized,V shape,Concrete,178.792,1.0,100.0,31842
2138,31843,,-61.362,15.3095,St._George,Copt Hall,22369.3,Residential,Galvanized,V shape,Concrete,150.18,1.0,100.0,31843
2139,31844,,-61.3621,15.3094,St._George,Copt Hall,15518.2,Residential,Galvanized,V shape,Concrete,104.184,1.0,100.0,31844
2140,31846,,-61.3679,15.3055,St._George,Louisville,67266.4,Commercial,Concrete,Flat shape,Concrete,221.344,2.0,100.0,31846
2141,31855,,-61.4602,15.5994,St._John,Savanne Paille & Tantanr,8942.13,Commercial,Galvanized,V shape,Wood,19.6963,1.0,100.0,31855
2142,31863,,-61.4601,15.5989,St._John,Savanne Paille & Tantanr,17369.8,Residential,Galvanized,V shape,Concrete,116.264,1.0,100.0,31863
2143,31946,,-61.43,15.5683,St._John,Portsmouth,32730.1,Residential,Galvanized,V shape,Concrete,124.686,1.0,100.0,31946
2144,31994,,-61.2729,15.4289,St._David,Castle Bruce,24250.5,Residential,Galvanized,V shape,Wood,28.3797,1.0,100.0,31994
2145,32092,,-61.368,15.3069,St._George,Louisville,11985.2,Residential,Galvanized,V shape,Concrete,122.36,2.0,100.0,32092
2146,32108,,-61.3635,15.3089,St._George,Trafalgar & Shawford,15616.9,Residential,Galvanized,V shape,Wood,27.6895,1.0,100.0,32108
2147,32109,,-61.3635,15.3089,St._George,Trafalgar & Shawford,11276.3,Residential,Galvanized,Bell shape,Concrete,41.3811,1.0,100.0,32109
2148,32112,,-61.4305,15.5691,St._John,Portsmouth,28743.8,Residential,Galvanized,Bell shape,Concrete,65.6999,1.0,100.0,32112
2149,32116,,-61.2708,15.4261,St._David,Castle Bruce,31420.8,Residential,Galvanized,V shape,Wood,36.771,1.0,100.0,32116
2150,32117,,-61.2705,15.4265,St._David,Castle Bruce,26643.2,Residential,Galvanized,V shape,Concrete,124.559,1.0,100.0,32117
2151,32123,,-61.4248,15.4056,St._Joseph,St. Joseph Village,37065.9,Residential,Galvanized,Bell shape,Concrete,78.4464,1.0,100.0,32123
2152,32145,,-61.4098,15.5845,St._Andrew,Dos D'Ane,14365.2,Residential,Galvanized,V shape,Concrete,130.297,1.0,100.0,32145
2153,32148,,-61.3925,15.3768,St._Paul,Jimmit,136348.0,Commercial,Concrete,Flat shape,Concrete,313.985,1.0,100.0,32148
2154,32149,,-61.3939,15.3757,St._Paul,Jimmit,34451.4,Residential,Galvanized,V shape,Concrete,195.303,1.0,100.0,32149
2155,32150,,-61.3942,15.3755,St._Paul,Jimmit,234393.0,Industry,Concrete,Flat shape,Concrete,820.272,1.0,100.0,32150
2156,32151,,-61.3945,15.3756,St._Paul,Jimmit,97165.2,Commercial,Concrete,Flat shape,Concrete,223.754,1.0,100.0,32151
2157,32152,,-61.3947,15.3755,St._Paul,Jimmit,137368.0,Commercial,Concrete,Flat shape,Concrete,316.335,1.0,100.0,32152
2158,32153,,-61.3946,15.3753,St._Paul,Jimmit,32757.8,Residential,Galvanized,V shape,Concrete,185.702,1.0,100.0,32153
2159,32154,,-61.3948,15.3751,St._Paul,Jimmit,109164.0,Commercial,Concrete,Flat shape,Concrete,251.386,1.0,75.0,32154
2160,32154,,-61.3948,15.3751,St._Paul,Jimmit,109164.0,Commercial,Concrete,Flat shape,Concrete,251.386,2.0,25.0,32154
2161,32155,,-61.396,15.3745,St._Paul,Jimmit,26762.2,Residential,Galvanized,V shape,Concrete,151.713,1.0,100.0,32155
2162,32156,,-61.399,15.373,St._Paul,Jimmit,133055.0,Commercial,Concrete,Flat shape,Concrete,306.402,2.0,100.0,32156
2163,32157,,-61.3988,15.3733,St._Paul,Jimmit,20706.7,Residential,Galvanized,Bell shape,Concrete,70.4309,2.0,100.0,32157
2164,32158,,-61.3987,15.3738,St._Paul,Jimmit,24004.0,Residential,Galvanized,V shape,Concrete,81.6462,2.0,100.0,32158
2165,32159,,-61.4008,15.3705,St._Paul,Jimmit,19484.3,Residential,Galvanized,Bell shape,Concrete,66.2728,2.0,100.0,32159
2166,32160,,-61.3982,15.3714,St._Paul,Jimmit,23782.6,Residential,Galvanized,V shape,Concrete,134.822,2.0,100.0,32160
2167,32174,,-61.4013,15.3704,St._Paul,Jimmit,34985.2,Residential,Galvanized,V shape,Concrete,198.329,1.0,100.0,32174
2168,32175,,-61.4027,15.3691,St._Paul,Jimmit,18756.6,Residential,Galvanized,Bell shape,Concrete,63.798,1.0,100.0,32175
2169,32215,,-61.2606,15.4312,St._David,Castle Bruce,19164.8,Residential,Galvanized,Bell shape,Concrete,53.7581,1.0,100.0,32215
2170,32238,,-61.468,15.5137,St._Peter,Dublanc,10802.0,Residential,Galvanized,V shape,Concrete,100.297,1.0,100.0,32238
2171,32240,,-61.4678,15.5129,St._Peter,Dublanc,27353.3,Residential,Galvanized,Bell shape,Concrete,46.0106,1.0,100.0,32240
2172,32273,,-61.4668,15.509,St._Peter,Bioche,13241.3,Residential,Galvanized,Bell shape,Concrete,52.4407,1.0,100.0,32273
2173,32275,,-61.4668,15.5089,St._Peter,Bioche,11898.7,Residential,Galvanized,Bell shape,Concrete,47.1237,1.0,100.0,32275
2174,32279,,-61.4665,15.5089,St._Peter,Bioche,20262.5,Residential,Galvanized,V shape,Concrete,133.746,1.0,100.0,32279
2175,32281,,-61.4661,15.5091,St._Peter,Bioche,16628.9,Residential,Galvanized,V shape,Concrete,109.762,1.0,100.0,32281
2176,32283,,-61.4663,15.5088,St._Peter,Bioche,15187.0,Residential,Galvanized,V shape,Wood,21.2555,1.0,100.0,32283
2177,32289,,-61.4673,15.5122,St._Peter,Dublanc,17080.4,Residential,Galvanized,V shape,Wood,28.7307,1.0,100.0,32289
2178,32291,,-61.4031,15.4034,St._Joseph,Warner,245151.0,Industry,Concrete,Flat shape,Concrete,731.247,1.0,100.0,32291
2179,32292,,-61.4667,15.5143,St._Peter,Dublanc,26750.9,Residential,Galvanized,Bell shape,Concrete,44.9973,1.0,100.0,32292
2180,32294,,-61.4663,15.5148,St._Peter,Dublanc,18165.2,Residential,Galvanized,V shape,Concrete,168.665,1.0,50.0,32294
2181,32294,,-61.4663,15.5148,St._Peter,Dublanc,18165.2,Residential,Galvanized,V shape,Concrete,168.665,2.0,50.0,32294
2182,32298,,-61.4657,15.5152,St._Peter,Dublanc,90944.6,Commercial,Concrete,Flat shape,Concrete,254.961,1.0,50.0,32298
2183,32298,,-61.4657,15.5152,St._Peter,Dublanc,90944.6,Commercial,Concrete,Flat shape,Concrete,254.961,2.0,50.0,32298
2184,32300,,-61.4668,15.5152,St._Peter,Dublanc,65727.3,Commercial,Galvanized,V shape,Concrete,184.265,1.0,100.0,32300
2185,32306,,-61.4634,15.5158,St._Peter,Dublanc,15873.7,Residential,Galvanized,V shape,Concrete,88.4327,1.0,100.0,32306
2186,32319,,-61.2778,15.4881,St._Andrew,Salybia & St. Cyr & Gaulette & Sineku,13452.3,Residential,Galvanized,V shape,Concrete,106.764,1.0,100.0,32319
2187,32323,,-61.2771,15.4902,St._David,Salybia & St. Cyr & Gaulette & Sineku,12276.3,Residential,Galvanized,Bell shape,Concrete,58.4587,1.0,100.0,32323
2188,32324,,-61.2769,15.4904,St._David,Salybia & St. Cyr & Gaulette & Sineku,16383.4,Residential,Galvanized,Bell shape,Concrete,78.0162,1.0,100.0,32324
2189,32325,,-61.2767,15.4904,St._David,Salybia & St. Cyr & Gaulette & Sineku,10048.5,Residential,Galvanized,Bell shape,Concrete,47.8501,1.0,100.0,32325
2190,32332,,-61.2769,15.4908,St._David,Salybia & St. Cyr & Gaulette & Sineku,12286.2,Residential,Galvanized,Bell shape,Concrete,58.5059,1.0,100.0,32332
2191,32418,,-61.2795,15.3714,St._David,Grand Fond,216709.0,Commercial,Concrete,Flat shape,Concrete,509.783,1.0,100.0,32418
2192,32419,,-61.279,15.3714,St._David,Grand Fond,21953.5,Residential,Galvanized,V shape,Concrete,131.853,1.0,100.0,32419
2193,32424,,-61.4333,15.5745,St._John,Portsmouth,19393.7,Residential,Galvanized,Bell shape,Concrete,44.3284,1.0,100.0,32424
2194,32425,,-61.4275,15.5758,St._John,Portsmouth,186736.0,Commercial,Concrete,Flat shape,Concrete,219.948,1.0,100.0,32425
2195,32426,,-61.4298,15.5748,St._John,Portsmouth,38889.4,Residential,Galvanized,V shape,Concrete,88.89,1.0,100.0,32426
2196,32485,,-61.3582,15.3165,St._George,Trafalgar & Shawford,20817.0,Residential,Galvanized,Bell shape,Concrete,76.3927,1.0,100.0,32485
2197,32486,,-61.3567,15.3172,St._George,Trafalgar & Shawford,71354.0,Commercial,Concrete,Flat shape,Concrete,210.857,1.0,100.0,32486
2198,32488,,-61.3558,15.3181,St._George,Trafalgar & Shawford,20895.6,Residential,Galvanized,V shape,Concrete,127.802,1.0,100.0,32488
2199,32499,,-61.2744,15.3734,St._David,Grand Fond,13164.9,Residential,Galvanized,Bell shape,Concrete,47.441,1.0,100.0,32499
2200,32500,,-61.2743,15.3734,St._David,Grand Fond,20344.6,Residential,Galvanized,Bell shape,Concrete,73.314,1.0,100.0,32500
2201,32679,,-61.2506,15.3425,St._David,La Plaine,28986.8,Residential,Galvanized,V shape,Concrete,143.304,1.0,100.0,32679
2202,32690,,-61.2702,15.3732,St._David,Grand Fond,32998.1,Residential,Galvanized,V shape,Concrete,198.187,1.0,100.0,32690
2203,32691,,-61.2704,15.3734,St._David,Grand Fond,21465.3,Residential,Galvanized,V shape,Concrete,128.921,1.0,100.0,32691
2204,32711,CONCORD PRIMARY SCHOOL,-61.2765,15.493,St._Andrew,Salybia & St. Cyr & Gaulette & Sineku,113868.0,School,Galvanized,V shape,Concrete,207.032,1.0,100.0,32711
2205,32723,,-61.2778,15.4909,St._Andrew,Salybia & St. Cyr & Gaulette & Sineku,16459.0,Residential,Galvanized,V shape,Concrete,130.627,1.0,100.0,32723
2206,32727,,-61.2541,15.3728,St._David,Riviere Cyrique,16629.3,Residential,Galvanized,Bell shape,Concrete,60.0339,1.0,100.0,32727
2207,32731,,-61.2596,15.3708,St._David,Riviere Cyrique,112368.0,Commercial,Concrete,Flat shape,Concrete,246.421,1.0,100.0,32731
2208,32733,,-61.2592,15.3703,St._David,Riviere Cyrique,127694.0,Commercial,Concrete,Flat shape,Concrete,280.03,1.0,100.0,32733
2209,32735,,-61.259,15.3702,St._David,Riviere Cyrique,21196.6,Residential,Galvanized,Bell shape,Concrete,76.5224,1.0,100.0,32735
2210,32736,,-61.2583,15.3701,St._David,Riviere Cyrique,103748.0,Commercial,Concrete,Flat shape,Concrete,227.517,1.0,100.0,32736
2211,32737,,-61.2581,15.3701,St._David,Riviere Cyrique,29488.4,Residential,Galvanized,V shape,Concrete,177.427,1.0,100.0,32737
2212,32739,Rosalie Bay,-61.2535,15.3719,St._David,Riviere Cyrique,52423.1,Commercial,Galvanized,V shape,Concrete,68.978,1.0,100.0,32739
2213,32740,Rosalie Bay,-61.2528,15.3723,St._David,Riviere Cyrique,72048.5,Commercial,Galvanized,V shape,Concrete,94.8007,1.0,100.0,32740
2214,32745,Rosalie Bay,-61.2538,15.3722,St._David,Riviere Cyrique,163288.0,Commercial,Galvanized,V shape,Concrete,358.088,1.0,100.0,32745
2215,32763,,-61.3965,15.6008,St._Andrew,Thibaude,41035.8,Residential,Galvanized,V shape,Concrete,111.662,1.0,100.0,32763
2216,32829,,-61.2599,15.371,St._David,Riviere Cyrique,30207.6,Residential,Galvanized,V shape,Wood,39.7469,1.0,100.0,32829
2217,32859,,-61.3577,15.3159,St._George,Copt Hall,23664.4,Residential,Galvanized,V shape,Concrete,158.875,1.0,100.0,32859
2218,32860,,-61.3576,15.315,St._George,Copt Hall,22974.8,Residential,Galvanized,V shape,Concrete,154.245,1.0,100.0,32860
2219,32861,,-61.3578,15.3148,St._George,Copt Hall,92773.7,Commercial,Concrete,Flat shape,Concrete,204.663,1.0,100.0,32861
2220,32862,,-61.3584,15.3151,St._George,Copt Hall,18383.4,Residential,Galvanized,V shape,Concrete,123.42,1.0,100.0,32862
2221,32893,,-61.3908,15.3476,St._Paul,Massacre & Checkhall,21444.6,Residential,Galvanized,V shape,Wood,25.4083,1.0,100.0,32893
2222,33234,,-61.3991,15.4096,St._Joseph,Warner,13350.8,Residential,Galvanized,Bell shape,Concrete,55.9782,1.0,100.0,33234
2223,33285,,-61.3697,15.2795,St._George,Wall House & Castle Comfort S,48663.4,Residential,Galvanized,V shape,Wood,35.2633,1.0,100.0,33285
2224,33302,,-61.3726,15.2761,St._George,Loubiere & Fond Baron,18142.3,Residential,Galvanized,Bell shape,Concrete,63.1038,1.0,100.0,33302
2225,33355,,-61.3897,15.3293,St._Paul,Canefield & Morne Daniel,7137.61,Commercial,Galvanized,V shape,Wood,16.6669,1.0,100.0,33355
2226,33356,,-61.3899,15.3293,St._Paul,Canefield & Morne Daniel,9817.88,Residential,Galvanized,Bell shape,Concrete,44.9846,1.0,100.0,33356
2227,33375,,-61.4084,15.4048,St._Joseph,Warner,18028.0,Residential,Galvanized,Bell shape,Concrete,75.5892,1.0,100.0,33375
2228,33376,,-61.4081,15.4053,St._Joseph,Warner,19869.6,Residential,Galvanized,V shape,Concrete,138.851,1.0,100.0,33376
2229,33377,,-61.4026,15.4064,St._Joseph,Warner,108432.0,Commercial,Concrete,Flat shape,Concrete,233.187,1.0,100.0,33377
2230,33400,,-61.3689,15.279,St._George,Wall House & Castle Comfort S,56066.6,Residential,Galvanized,V shape,Concrete,176.31,1.0,100.0,33400
2231,33424,,-61.2844,15.5381,St._Andrew,Marigot & Concord,36671.5,Residential,Galvanized,V shape,Concrete,156.716,1.0,100.0,33424
2232,33674,,-61.404,15.6122,St._Andrew,Vieille Case,36979.0,Residential,Galvanized,V shape,Wood,36.5947,1.0,100.0,33674
2233,33780,,-61.3307,15.4367,St._Joseph,Bellesl,22213.2,Residential,Galvanized,V shape,Wood,34.9814,1.0,100.0,33780
2234,33794,,-61.3314,15.4342,St._Joseph,Bellesl,85057.5,Commercial,Concrete,Flat shape,Concrete,223.248,1.0,100.0,33794
2235,33797,,-61.3314,15.4348,St._Joseph,Bellesl,123009.0,Commercial,Concrete,Flat shape,Concrete,322.859,1.0,100.0,33797
